dataset,network,batch_size,optimizer,power_limit,time_per_epoch,average_power
cifar100,shufflenetv2,512,adadelta,260,10.38,219.53425709351725
cifar100,shufflenetv2,64,adadelta,100,50.74,81.77962579095632
cifar100,shufflenetv2,64,adadelta,125,61.47,79.09871428177324
cifar100,shufflenetv2,64,adadelta,150,51.25666666666666,81.7649257529797
cifar100,shufflenetv2,64,adadelta,175,50.98,81.84393025995033
cifar100,shufflenetv2,64,adadelta,200,51.5,81.58948826939115
cifar100,shufflenetv2,64,adadelta,225,51.30666666666667,81.71310088374919
cifar100,shufflenetv2,64,adadelta,250,51.720000000000006,81.60762539413201
cifar100,shufflenetv2,64,adadelta,260,52.61333333333334,82.62045756146391
cifar100,shufflenetv2,8,adadelta,100,355.13000000000005,71.07637875303661
cifar100,shufflenetv2,8,adadelta,125,372.96999999999997,70.84866706731124
cifar100,shufflenetv2,8,adadelta,150,398.98333333333335,70.45035450018969
cifar100,shufflenetv2,8,adadelta,175,405.79999999999995,70.28643550207057
cifar100,shufflenetv2,8,adadelta,200,391.8,70.5226030679912
cifar100,shufflenetv2,8,adadelta,225,397.3966666666667,70.53309497941133
cifar100,shufflenetv2,8,adadelta,250,381.1933333333333,70.7023823775825
cifar100,shufflenetv2,8,adadelta,260,392.40333333333336,70.62493805921694
imagenet,resnet50,128,adadelta,100,11655.744999999999,99.12983812196681
imagenet,resnet50,128,adadelta,125,7133.0650000000005,122.07614494031114
imagenet,resnet50,128,adadelta,150,6039.48,143.0733871109447
imagenet,resnet50,128,adadelta,175,5555.835,164.06579066670653
imagenet,resnet50,128,adadelta,200,5304.995,184.7326068849418
imagenet,resnet50,128,adadelta,225,5149.685,204.90778037154425
imagenet,resnet50,128,adadelta,250,5050.139999999999,224.87089440936023
imagenet,resnet50,128,adadelta,260,5017.215,232.31482892400308
imagenet,resnet50,16,adadelta,100,10689.220000000001,99.51650845880224
imagenet,resnet50,16,adadelta,125,7543.62,123.13263629932403
imagenet,resnet50,16,adadelta,150,6750.285,146.22930789233826
imagenet,resnet50,16,adadelta,175,6383.16,168.45937521274257
imagenet,resnet50,16,adadelta,200,6169.3150000000005,189.85477964401787
imagenet,resnet50,16,adadelta,225,6032.575000000001,210.45704690558028
imagenet,resnet50,16,adadelta,250,6079.215,229.36661000286352
imagenet,resnet50,16,adadelta,260,5950.25,237.49659518286774
imagenet,resnet50,192,adadelta,100,12135.345000000001,98.98116817336086
imagenet,resnet50,192,adadelta,125,7289.49,121.68116021150314
imagenet,resnet50,192,adadelta,150,6064.135,142.4286694162955
imagenet,resnet50,192,adadelta,175,5601.475,163.41245707210615
imagenet,resnet50,192,adadelta,200,5329.345,183.4103944654088
imagenet,resnet50,192,adadelta,225,5180.965,203.35786074169314
imagenet,resnet50,192,adadelta,250,5069.8099999999995,223.3418476024132
imagenet,resnet50,192,adadelta,260,5029.51,231.30857036781677
imagenet,resnet50,256,adadelta,100,12754.515,98.67140706254922
imagenet,resnet50,256,adadelta,125,7500.14,121.61098426653574
imagenet,resnet50,256,adadelta,150,6238.705,141.965997293902
imagenet,resnet50,256,adadelta,175,5713.709999999999,162.90566325758894
imagenet,resnet50,256,adadelta,200,5449.61,183.16464785203806
imagenet,resnet50,256,adadelta,225,5281.71,203.2657732711183
imagenet,resnet50,256,adadelta,250,5175.494999999999,222.7140702200721
imagenet,resnet50,256,adadelta,260,5141.475,230.25213898863953
imagenet,resnet50,32,adadelta,100,10689.405,99.55189833252068
imagenet,resnet50,32,adadelta,125,7008.31,122.95475439466057
imagenet,resnet50,32,adadelta,150,6118.400000000001,145.07907822297167
imagenet,resnet50,32,adadelta,175,5728.46,166.34630709739153
imagenet,resnet50,32,adadelta,200,5496.385,186.91477994512056
imagenet,resnet50,32,adadelta,225,5350.51,206.78330610796905
imagenet,resnet50,32,adadelta,250,5265.014999999999,226.0709698880287
imagenet,resnet50,32,adadelta,260,5234.264999999999,232.91048615428147
imagenet,resnet50,64,adadelta,100,11045.294999999998,99.47838624488716
imagenet,resnet50,64,adadelta,125,6911.915,122.5006160950324
imagenet,resnet50,64,adadelta,150,5965.594999999999,143.85067139527214
imagenet,resnet50,64,adadelta,175,5513.615,164.66524855041698
imagenet,resnet50,64,adadelta,200,5288.110000000001,184.8012482701775
imagenet,resnet50,64,adadelta,225,5136.62,204.86803843921587
imagenet,resnet50,64,adadelta,250,5027.495,224.89412240728637
imagenet,resnet50,64,adadelta,260,4991.955,231.10535405998021
imagenet,resnet50,8,adadelta,100,11513.32,99.50998217150432
imagenet,resnet50,8,adadelta,125,9386.165,122.99328740670526
imagenet,resnet50,8,adadelta,150,9088.11,146.6334523916862
imagenet,resnet50,8,adadelta,175,9698.759999999998,168.09901242036048
imagenet,resnet50,8,adadelta,200,8810.635,190.94669357033436
imagenet,resnet50,8,adadelta,225,8940.22,209.83033325258424
imagenet,resnet50,8,adadelta,250,8925.715,226.1340150219089
imagenet,resnet50,8,adadelta,260,8958.849999999999,231.93519687027845
librispeech,deepspeech2,12,adamw,100,16250.544999999998,95.13749838829018
librispeech,deepspeech2,12,adamw,125,10925.86,116.21441647199812
librispeech,deepspeech2,12,adamw,150,10040.295,134.73255331928803
librispeech,deepspeech2,12,adamw,175,9727.35,152.3403349340649
librispeech,deepspeech2,12,adamw,200,9534.445,170.39559321200073
librispeech,deepspeech2,12,adamw,225,9420.825,187.05615380356974
librispeech,deepspeech2,12,adamw,250,9385.93,201.02804134986883
librispeech,deepspeech2,12,adamw,260,9421.529999999999,202.99287708414215
librispeech,deepspeech2,128,adamw,100,14337.265,89.21301871745786
librispeech,deepspeech2,128,adamw,125,9985.305,107.26724460203502
librispeech,deepspeech2,128,adamw,150,9062.699999999999,121.29344045506433
librispeech,deepspeech2,128,adamw,175,8680.600000000002,134.89682989522848
librispeech,deepspeech2,128,adamw,200,8363.535,148.39723241135508
librispeech,deepspeech2,128,adamw,225,8245.580000000002,156.65807654096324
librispeech,deepspeech2,128,adamw,250,8187.6050000000005,162.11434711880534
librispeech,deepspeech2,128,adamw,260,8136.41,165.44219336066973
librispeech,deepspeech2,16,adamw,100,15084.21,93.14337615079342
librispeech,deepspeech2,16,adamw,125,9380.66,114.5509341242311
librispeech,deepspeech2,16,adamw,150,8400.765,132.8353140553044
librispeech,deepspeech2,16,adamw,175,8225.715,150.1029058862515
librispeech,deepspeech2,16,adamw,200,8067.93,166.68473718670336
librispeech,deepspeech2,16,adamw,225,7975.1849999999995,182.25514320027935
librispeech,deepspeech2,16,adamw,250,7926.584999999999,195.28390216552273
librispeech,deepspeech2,16,adamw,260,7920.875,199.1807072821525
librispeech,deepspeech2,24,adamw,100,13607.405,91.40428882826382
librispeech,deepspeech2,24,adamw,125,8000.09,113.44602097076844
librispeech,deepspeech2,24,adamw,150,7256.17,129.2521917620823
librispeech,deepspeech2,24,adamw,175,6894.0599999999995,144.86287402270196
librispeech,deepspeech2,24,adamw,200,6808.605,159.6493085571189
librispeech,deepspeech2,24,adamw,225,6666.385,173.9597264397363
librispeech,deepspeech2,24,adamw,250,6559.095,186.0308042413089
librispeech,deepspeech2,24,adamw,260,6649.41,190.1410339062293
librispeech,deepspeech2,32,adamw,100,12276.685000000001,90.20130254026523
librispeech,deepspeech2,32,adamw,125,7322.844999999999,111.65038363951375
librispeech,deepspeech2,32,adamw,150,6534.82,127.32489328970163
librispeech,deepspeech2,32,adamw,175,6274.295,141.4634313767347
librispeech,deepspeech2,32,adamw,200,6087.205,155.95451138986124
librispeech,deepspeech2,32,adamw,225,6071.13,168.066313891931
librispeech,deepspeech2,32,adamw,250,5981.505,179.04938767149508
librispeech,deepspeech2,32,adamw,260,6009.0,183.95947633778192
librispeech,deepspeech2,48,adamw,100,12693.23,89.47434014539552
librispeech,deepspeech2,48,adamw,125,7537.5199999999995,110.92076728422388
librispeech,deepspeech2,48,adamw,150,6576.67,125.31529904200974
librispeech,deepspeech2,48,adamw,175,6233.22,139.01881627907935
librispeech,deepspeech2,48,adamw,200,6019.610000000001,153.41344676484462
librispeech,deepspeech2,48,adamw,225,5945.795,163.80616813556048
librispeech,deepspeech2,48,adamw,250,5981.74,173.25442135786514
librispeech,deepspeech2,48,adamw,260,5929.389999999999,177.26279900874596
librispeech,deepspeech2,56,adamw,100,13080.36,88.69814374463748
librispeech,deepspeech2,56,adamw,125,7666.73,110.14009624957434
librispeech,deepspeech2,56,adamw,150,6640.764999999999,124.5242868430893
librispeech,deepspeech2,56,adamw,175,6256.92,139.09959588081307
librispeech,deepspeech2,56,adamw,200,6150.34,151.89334587473465
librispeech,deepspeech2,56,adamw,225,6070.85,161.86694735397367
librispeech,deepspeech2,56,adamw,250,5987.18,171.37841283683534
librispeech,deepspeech2,56,adamw,260,6037.66,175.2297756103159
librispeech,deepspeech2,64,adamw,100,13994.425,87.96962890438124
librispeech,deepspeech2,64,adamw,125,7797.35,109.933978623179
librispeech,deepspeech2,64,adamw,150,6775.85,122.18196977919922
librispeech,deepspeech2,64,adamw,175,6414.5650000000005,136.84340479228422
librispeech,deepspeech2,64,adamw,200,6309.075,149.3934679395587
librispeech,deepspeech2,64,adamw,225,6171.27,159.82647479083613
librispeech,deepspeech2,64,adamw,250,6081.025,167.98188257191754
librispeech,deepspeech2,64,adamw,260,6142.51,171.81872011878335
librispeech,deepspeech2,72,adamw,100,12488.255000000001,89.4876007545542
librispeech,deepspeech2,72,adamw,125,7870.635,108.85712845515094
librispeech,deepspeech2,72,adamw,150,6930.015,122.7098238798289
librispeech,deepspeech2,72,adamw,175,6594.875,136.55809448998707
librispeech,deepspeech2,72,adamw,200,6453.985000000001,148.72828949852624
librispeech,deepspeech2,72,adamw,225,6396.63,158.7381875659211
librispeech,deepspeech2,72,adamw,250,6326.285,166.3628814079969
librispeech,deepspeech2,72,adamw,260,6283.385,169.85417223354722
librispeech,deepspeech2,8,adamw,100,20305.875,96.17662427125175
librispeech,deepspeech2,8,adamw,125,14168.98,118.3036286516683
librispeech,deepspeech2,8,adamw,150,13190.064999999999,138.28525772062753
librispeech,deepspeech2,8,adamw,175,12789.035,157.31404116960596
librispeech,deepspeech2,8,adamw,200,12578.314999999999,177.26379871248054
librispeech,deepspeech2,8,adamw,225,12487.11,194.23902630897956
librispeech,deepspeech2,8,adamw,250,12508.16,206.1628747665964
librispeech,deepspeech2,8,adamw,260,12425.45,208.2563652586547
librispeech,deepspeech2,96,adamw,100,12595.675,89.2810222807702
librispeech,deepspeech2,96,adamw,125,8487.05,106.8374074674547
librispeech,deepspeech2,96,adamw,150,7621.235000000001,121.4782289733251
librispeech,deepspeech2,96,adamw,175,7298.565,134.3149566818344
librispeech,deepspeech2,96,adamw,200,7110.86,147.36087541485725
librispeech,deepspeech2,96,adamw,225,6983.565,157.07488699724348
librispeech,deepspeech2,96,adamw,250,6963.99,161.67734343978373
librispeech,deepspeech2,96,adamw,260,6905.965,167.26486935967202
movielens-1m,ncf,1024,adam,100,43.22666666666667,62.93135961469863
movielens-1m,ncf,1024,adam,125,47.615,62.600738734410214
movielens-1m,ncf,1024,adam,150,44.12,62.55203058175237
movielens-1m,ncf,1024,adam,175,43.23,61.860072389546396
movielens-1m,ncf,1024,adam,200,44.06333333333334,62.36406232946913
movielens-1m,ncf,1024,adam,225,43.11000000000001,62.519283705116734
movielens-1m,ncf,1024,adam,250,45.833333333333336,62.57561147920952
movielens-1m,ncf,1024,adam,260,45.376666666666665,62.45693275750614
movielens-1m,ncf,128,adam,100,273.29,68.51306131665294
movielens-1m,ncf,128,adam,125,283.98,68.29367684647515
movielens-1m,ncf,128,adam,150,287.46000000000004,68.35447335991252
movielens-1m,ncf,128,adam,175,292.0,68.11175211120735
movielens-1m,ncf,128,adam,200,272.205,68.19392682905352
movielens-1m,ncf,128,adam,225,271.225,68.19605010828062
movielens-1m,ncf,128,adam,250,285.14,68.38962230981234
movielens-1m,ncf,128,adam,260,278.75,68.4265102615349
movielens-1m,ncf,16,adam,100,2263.9300000000003,69.09379833104957
movielens-1m,ncf,16,adam,125,2078.335,69.30113503141193
movielens-1m,ncf,16,adam,150,2245.36,69.2303255607249
movielens-1m,ncf,16,adam,175,2275.85,69.12573450070406
movielens-1m,ncf,16,adam,200,2250.8199999999997,68.92920029010392
movielens-1m,ncf,16,adam,225,2284.3,69.0538073426022
movielens-1m,ncf,16,adam,250,2076.5,69.39357649689437
movielens-1m,ncf,16,adam,260,2127.87,69.38864637561531
movielens-1m,ncf,16384,adam,100,11.433,55.693428985128335
movielens-1m,ncf,16384,adam,125,11.557,54.69093677376089
movielens-1m,ncf,16384,adam,150,11.942000000000002,55.42342087370215
movielens-1m,ncf,16384,adam,175,11.328999999999999,54.939607993466645
movielens-1m,ncf,16384,adam,200,11.934000000000001,55.56876747505268
movielens-1m,ncf,16384,adam,225,11.504,55.29592826915848
movielens-1m,ncf,16384,adam,250,11.393000000000002,55.260102348886775
movielens-1m,ncf,16384,adam,260,11.961999999999998,55.37587364113581
movielens-1m,ncf,2048,adam,100,25.901666666666667,60.172988738692645
movielens-1m,ncf,2048,adam,125,25.30333333333333,59.471035003697736
movielens-1m,ncf,2048,adam,150,26.138333333333332,59.94034582794657
movielens-1m,ncf,2048,adam,175,27.798333333333332,60.270362363163635
movielens-1m,ncf,2048,adam,200,25.55333333333333,59.68114593917558
movielens-1m,ncf,2048,adam,225,25.948333333333334,59.88963792718223
movielens-1m,ncf,2048,adam,250,26.26,60.020365434390044
movielens-1m,ncf,2048,adam,260,26.32166666666667,59.81902041162669
movielens-1m,ncf,256,adam,100,150.535,66.78008642293689
movielens-1m,ncf,256,adam,125,149.49166666666667,66.97347490426625
movielens-1m,ncf,256,adam,150,155.88,66.7861323032156
movielens-1m,ncf,256,adam,175,157.58,66.8654727603947
movielens-1m,ncf,256,adam,200,156.935,66.9181247067741
movielens-1m,ncf,256,adam,225,158.0283333333333,66.85367984830658
movielens-1m,ncf,256,adam,250,154.00166666666667,66.69637563540294
movielens-1m,ncf,256,adam,260,151.75333333333333,66.75669332901425
movielens-1m,ncf,32,adam,100,1056.8799999999999,69.09245592558324
movielens-1m,ncf,32,adam,125,1142.3799999999999,68.9010331379078
movielens-1m,ncf,32,adam,150,1032.1,69.25187194954579
movielens-1m,ncf,32,adam,175,1049.855,69.086772260824
movielens-1m,ncf,32,adam,200,1143.12,68.92220375954277
movielens-1m,ncf,32,adam,225,1071.0149999999999,69.10626682594533
movielens-1m,ncf,32,adam,250,1111.98,69.11351461785618
movielens-1m,ncf,32,adam,260,1030.03,69.41737061489712
movielens-1m,ncf,4,adam,250,8709.849999999999,69.32457963283062
movielens-1m,ncf,4,adam,260,8282.795000000002,69.48346930249136
movielens-1m,ncf,4096,adam,100,20.756999999999998,58.365501830654516
movielens-1m,ncf,4096,adam,125,20.242,57.88173929136405
movielens-1m,ncf,4096,adam,150,21.789,58.48652153447992
movielens-1m,ncf,4096,adam,175,20.588000000000005,58.37576648051188
movielens-1m,ncf,4096,adam,200,20.206000000000003,58.45315480949107
movielens-1m,ncf,4096,adam,225,20.572,58.221467042018936
movielens-1m,ncf,4096,adam,250,21.339999999999996,58.90714769404364
movielens-1m,ncf,4096,adam,260,21.948,58.54529696478246
movielens-1m,ncf,512,adam,100,85.03333333333333,65.07096623625213
movielens-1m,ncf,512,adam,125,76.03000000000002,65.2154308141414
movielens-1m,ncf,512,adam,150,83.02666666666667,65.44720408588637
movielens-1m,ncf,512,adam,175,80.495,65.2674635419228
movielens-1m,ncf,512,adam,200,77.49833333333333,65.3624343664025
movielens-1m,ncf,512,adam,225,84.02833333333334,65.00506897653091
movielens-1m,ncf,512,adam,250,79.72833333333334,64.49740652239157
movielens-1m,ncf,512,adam,260,81.64999999999999,65.01658711841124
movielens-1m,ncf,64,adam,100,579.86,68.57079443760028
movielens-1m,ncf,64,adam,125,538.28,68.76417409791351
movielens-1m,ncf,64,adam,150,572.21,68.80733736183403
movielens-1m,ncf,64,adam,175,527.8199999999999,68.74054079357352
movielens-1m,ncf,64,adam,200,548.06,68.56346466041049
movielens-1m,ncf,64,adam,225,551.045,68.80777881756813
movielens-1m,ncf,64,adam,250,539.18,68.83991359676895
movielens-1m,ncf,64,adam,260,554.6400000000001,68.99042267503248
movielens-1m,ncf,8,adam,100,4375.195,69.18007099705906
movielens-1m,ncf,8,adam,125,4165.33,69.43212671482618
movielens-1m,ncf,8,adam,150,4214.085,69.34857371101417
movielens-1m,ncf,8,adam,175,4442.535,69.22151124756785
movielens-1m,ncf,8,adam,200,4483.75,69.47861106975537
movielens-1m,ncf,8,adam,225,4504.905,69.07402984315351
movielens-1m,ncf,8,adam,250,4503.21,69.28297165366835
movielens-1m,ncf,8,adam,260,4207.57,69.53125073127639
movielens-1m,ncf,8192,adam,100,14.259,57.16717332902175
movielens-1m,ncf,8192,adam,125,14.317000000000002,57.28147291976828
movielens-1m,ncf,8192,adam,150,14.034,56.75137497352359
movielens-1m,ncf,8192,adam,175,13.717999999999998,56.59482173717181
movielens-1m,ncf,8192,adam,200,14.321000000000002,56.40179189603381
movielens-1m,ncf,8192,adam,225,14.282,56.32297899664965
movielens-1m,ncf,8192,adam,250,14.622,56.42335793930148
movielens-1m,ncf,8192,adam,260,13.805000000000001,56.34151029071215
squad,bert_base_uncased,12,adamw,100,4681.105,97.20460248648514
squad,bert_base_uncased,12,adamw,125,2748.025,119.26475707866113
squad,bert_base_uncased,12,adamw,150,2263.2749999999996,140.50005460861252
squad,bert_base_uncased,12,adamw,175,2049.81,162.36929994026877
squad,bert_base_uncased,12,adamw,200,1913.3700000000001,184.16490730028323
squad,bert_base_uncased,12,adamw,225,1827.9299999999998,205.93224351576703
squad,bert_base_uncased,12,adamw,250,1782.405,226.23612464012848
squad,bert_base_uncased,12,adamw,260,1772.6699999999998,233.55076355433755
squad,bert_base_uncased,16,adamw,100,4842.26,96.87473961211944
squad,bert_base_uncased,16,adamw,125,2843.3900000000003,119.48379582576781
squad,bert_base_uncased,16,adamw,150,2309.99,141.22001796551726
squad,bert_base_uncased,16,adamw,175,2087.195,163.00208536158954
squad,bert_base_uncased,16,adamw,200,1944.63,184.93345965433264
squad,bert_base_uncased,16,adamw,225,1865.4199999999998,206.06825684619227
squad,bert_base_uncased,16,adamw,250,1811.63,226.66763961947342
squad,bert_base_uncased,16,adamw,260,1793.63,234.90083861089303
squad,bert_base_uncased,24,adamw,100,4949.43,97.43991954269333
squad,bert_base_uncased,24,adamw,125,2953.85,119.58370799880649
squad,bert_base_uncased,24,adamw,150,2383.3199999999997,141.49328095747794
squad,bert_base_uncased,24,adamw,175,2157.8199999999997,163.48706975837774
squad,bert_base_uncased,24,adamw,200,1999.75,185.02568205215792
squad,bert_base_uncased,24,adamw,225,1920.97,206.41561848866024
squad,bert_base_uncased,24,adamw,250,1870.525,227.0799721969978
squad,bert_base_uncased,24,adamw,260,1846.625,235.97277980761083
squad,bert_base_uncased,32,adamw,100,5117.1849999999995,97.35514775794285
squad,bert_base_uncased,32,adamw,125,3016.55,119.40406909388061
squad,bert_base_uncased,32,adamw,150,2440.33,141.78731507150576
squad,bert_base_uncased,32,adamw,175,2195.54,163.60022029276956
squad,bert_base_uncased,32,adamw,200,2044.865,185.16514449378775
squad,bert_base_uncased,32,adamw,225,1958.04,206.83753010643107
squad,bert_base_uncased,32,adamw,250,1894.5749999999998,228.10178752968278
squad,bert_base_uncased,32,adamw,260,1885.065,235.81219794547619
squad,bert_base_uncased,4,adamw,100,4138.98,97.0679319004506
squad,bert_base_uncased,4,adamw,125,2514.635,118.54543533043763
squad,bert_base_uncased,4,adamw,150,2141.915,140.28007121074225
squad,bert_base_uncased,4,adamw,175,1956.88,162.3549707004344
squad,bert_base_uncased,4,adamw,200,1858.56,183.6885108966368
squad,bert_base_uncased,4,adamw,225,1798.1550000000002,205.03861785245553
squad,bert_base_uncased,4,adamw,250,1751.8400000000001,225.1862171153329
squad,bert_base_uncased,4,adamw,260,1736.295,232.40666633732516
squad,bert_base_uncased,8,adamw,100,4461.905,97.2857083439523
squad,bert_base_uncased,8,adamw,125,2632.09,118.85436455055498
squad,bert_base_uncased,8,adamw,150,2167.705,140.38269949670809
squad,bert_base_uncased,8,adamw,175,1959.9050000000002,162.42945284238357
squad,bert_base_uncased,8,adamw,200,1840.7,184.12938203016867
squad,bert_base_uncased,8,adamw,225,1772.47,205.68880274606548
squad,bert_base_uncased,8,adamw,250,1719.79,226.32627863032323
squad,bert_base_uncased,8,adamw,260,1703.6599999999999,233.97351903210668
sentiment140,bert_base_uncased,128,adamw,100,10295.94163368,99.61455662643068
sentiment140,bert_base_uncased,128,adamw,125,6798.485067900001,124.1618145344834
sentiment140,bert_base_uncased,128,adamw,150,5787.89036658,147.69930227977193
sentiment140,bert_base_uncased,128,adamw,175,5115.29148606,171.36016878055676
sentiment140,bert_base_uncased,128,adamw,200,4748.36117454,195.4110161786968
sentiment140,bert_base_uncased,128,adamw,225,4513.3324518,218.64722912987563
sentiment140,bert_base_uncased,128,adamw,250,4420.06352928,240.450257760585
sentiment140,bert_base_uncased,128,adamw,260,4232.597476020001,249.42501709222384
sentiment140,bert_base_uncased,16,adamw,100,10189.037652480001,99.6257340407134
sentiment140,bert_base_uncased,16,adamw,125,6914.030987700001,123.86495913774476
sentiment140,bert_base_uncased,16,adamw,150,6128.254718700001,148.3030259543337
sentiment140,bert_base_uncased,16,adamw,175,5809.87929924,172.85398472389397
sentiment140,bert_base_uncased,16,adamw,200,5811.47965824,196.80148333162373
sentiment140,bert_base_uncased,16,adamw,225,5337.32529372,220.98002815416515
sentiment140,bert_base_uncased,16,adamw,250,5249.08149846,244.30272587883456
sentiment140,bert_base_uncased,16,adamw,260,5165.44673712,252.4700015253679
sentiment140,bert_base_uncased,32,adamw,100,9978.20635782,99.67180128871264
sentiment140,bert_base_uncased,32,adamw,125,6461.00136198,123.8135417938251
sentiment140,bert_base_uncased,32,adamw,150,5555.99834748,147.10325960169337
sentiment140,bert_base_uncased,32,adamw,175,5055.214009200001,170.9661733851191
sentiment140,bert_base_uncased,32,adamw,200,4769.069820000001,195.58220481106028
sentiment140,bert_base_uncased,32,adamw,225,4608.2337405,219.2228533491985
sentiment140,bert_base_uncased,32,adamw,250,4462.53705714,242.4950279410647
sentiment140,bert_base_uncased,32,adamw,260,4359.98605242,251.51116217022255
sentiment140,bert_base_uncased,64,adamw,100,10121.9506032,99.72149490563682
sentiment140,bert_base_uncased,64,adamw,125,6572.93047044,124.12081289514154
sentiment140,bert_base_uncased,64,adamw,150,5645.17035096,147.29247035341456
sentiment140,bert_base_uncased,64,adamw,175,5046.47604906,170.6729189424985
sentiment140,bert_base_uncased,64,adamw,200,4747.3369447800005,195.06491957689636
sentiment140,bert_base_uncased,64,adamw,225,4524.91905096,218.6788668185528
sentiment140,bert_base_uncased,64,adamw,250,4379.92652556,240.8639876588583
sentiment140,bert_base_uncased,64,adamw,260,4268.12544582,249.2095796316732
