dataset,network,batch_size,optimizer,power_limit,time_per_epoch,average_power
squad,bert_base_uncased,12,adamw,225,1633.335,210.25562479079045
squad,bert_base_uncased,12,adamw,250,1594.155,225.91725785190758
squad,bert_base_uncased,16,adamw,100,3278.435,99.76278193382596
squad,bert_base_uncased,16,adamw,125,2501.78,122.65320367477426
squad,bert_base_uncased,16,adamw,150,2029.8,146.93150222069593
squad,bert_base_uncased,16,adamw,175,1823.29,169.74383079071444
squad,bert_base_uncased,16,adamw,200,1743.06,189.61073008896773
squad,bert_base_uncased,16,adamw,225,1672.8450000000003,212.34384329473062
squad,bert_base_uncased,16,adamw,250,1633.78,228.35203177238955
squad,bert_base_uncased,24,adamw,100,3453.855,99.66284900905228
squad,bert_base_uncased,24,adamw,125,2589.6949999999997,122.8144819251004
squad,bert_base_uncased,24,adamw,150,2149.79,146.65184715482764
squad,bert_base_uncased,24,adamw,175,1944.445,170.74665862716662
squad,bert_base_uncased,24,adamw,200,1844.225,191.8274515444473
squad,bert_base_uncased,24,adamw,225,1770.29,212.17857354018864
squad,bert_base_uncased,24,adamw,250,1727.98,227.85675128318152
squad,bert_base_uncased,32,adamw,100,3583.4300000000003,99.47663170591741
squad,bert_base_uncased,32,adamw,125,2734.545,121.83406584886266
squad,bert_base_uncased,32,adamw,150,2221.1499999999996,146.41994932536628
squad,bert_base_uncased,32,adamw,175,1939.225,170.5901505217307
squad,bert_base_uncased,32,adamw,200,1843.125,191.18357771796346
squad,bert_base_uncased,32,adamw,225,1776.25,212.6186790105367
squad,bert_base_uncased,32,adamw,250,1733.285,228.21864961033535
squad,bert_base_uncased,48,adamw,100,3669.4750000000004,102.0516772665012
squad,bert_base_uncased,48,adamw,125,2872.65,121.79601825053419
squad,bert_base_uncased,48,adamw,150,2328.45,146.07570372575773
squad,bert_base_uncased,48,adamw,175,2080.5299999999997,170.06088090449362
squad,bert_base_uncased,48,adamw,200,1945.685,193.6243136628822
squad,bert_base_uncased,48,adamw,225,1877.135,212.29225353798253
squad,bert_base_uncased,48,adamw,250,1832.045,226.33156287074615
squad,bert_base_uncased,56,adamw,100,3769.47,101.83875181052268
squad,bert_base_uncased,56,adamw,125,2947.12,118.91477161584986
squad,bert_base_uncased,56,adamw,150,2325.37,146.48003227759665
squad,bert_base_uncased,56,adamw,175,2005.1350000000002,169.25325813221136
squad,bert_base_uncased,56,adamw,200,1884.1950000000002,188.74310903752684
squad,bert_base_uncased,56,adamw,225,1807.7849999999999,210.74103616530758
squad,bert_base_uncased,56,adamw,250,1766.005,226.75327758566385
squad,bert_base_uncased,8,adamw,100,2956.035,100.6302441792113
squad,bert_base_uncased,8,adamw,125,2282.09,119.74068958351683
squad,bert_base_uncased,8,adamw,150,1905.015,146.11822627728145
squad,bert_base_uncased,8,adamw,175,1748.455,169.53459075125727
squad,bert_base_uncased,8,adamw,200,1673.95,187.89227841667497
squad,bert_base_uncased,8,adamw,225,1612.29,208.66986752543986
squad,bert_base_uncased,8,adamw,250,1573.0500000000002,224.78155809592243
sentiment140,bert_base_uncased,128,adamw,100,7724.068699140002,100.14005884102929
sentiment140,bert_base_uncased,128,adamw,125,5918.4476538,123.30437179786348
sentiment140,bert_base_uncased,128,adamw,150,4939.33201401,146.6624226668644
sentiment140,bert_base_uncased,128,adamw,175,4626.84591567,169.22202897295873
sentiment140,bert_base_uncased,128,adamw,200,4432.78638333,189.4658600199544
sentiment140,bert_base_uncased,128,adamw,225,4208.97617718,206.28489220133056
sentiment140,bert_base_uncased,128,adamw,250,4114.859064390001,223.44164631513468
sentiment140,bert_base_uncased,16,adamw,100,7893.546717240001,97.95243549399171
sentiment140,bert_base_uncased,16,adamw,125,6027.4321017,124.00187159748752
sentiment140,bert_base_uncased,16,adamw,150,5388.168699150001,145.72412813959608
sentiment140,bert_base_uncased,16,adamw,175,5180.570129670001,162.61840492175136
sentiment140,bert_base_uncased,16,adamw,200,4897.72268001,185.85243972457567
sentiment140,bert_base_uncased,16,adamw,225,4726.5962921400005,209.52795528002056
sentiment140,bert_base_uncased,16,adamw,250,4681.48217193,225.94118799467876
sentiment140,bert_base_uncased,32,adamw,100,7209.713316540001,100.34519169587028
sentiment140,bert_base_uncased,32,adamw,125,5641.04142474,119.92536507165016
sentiment140,bert_base_uncased,32,adamw,150,4778.671974,145.90809599280752
sentiment140,bert_base_uncased,32,adamw,175,4553.42144475,165.23127339585818
sentiment140,bert_base_uncased,32,adamw,200,4386.9040908,184.90985827579084
sentiment140,bert_base_uncased,32,adamw,225,4179.7056110700005,208.9327600559853
sentiment140,bert_base_uncased,32,adamw,250,4099.60764312,225.72067786126576
sentiment140,bert_base_uncased,64,adamw,100,7029.14481057,100.49142029345096
sentiment140,bert_base_uncased,64,adamw,125,5726.132512770001,118.98645756641584
sentiment140,bert_base_uncased,64,adamw,150,4863.26695074,146.62965506552345
sentiment140,bert_base_uncased,64,adamw,175,4461.89691354,162.91954483832268
sentiment140,bert_base_uncased,64,adamw,200,4281.8085152700005,184.0338076262252
sentiment140,bert_base_uncased,64,adamw,225,4122.28473015,205.18856030426585
sentiment140,bert_base_uncased,64,adamw,250,4027.7675276100003,220.5485390561655
sentiment140,bert_base_uncased,8,adamw,100,8910.60686892,99.42445518772232
sentiment140,bert_base_uncased,8,adamw,125,7748.2341200400015,121.23358954370988
sentiment140,bert_base_uncased,8,adamw,150,7337.293936020002,140.62723095941791
sentiment140,bert_base_uncased,8,adamw,175,6958.3609320000005,163.97287518493846
sentiment140,bert_base_uncased,8,adamw,200,6806.086773150001,185.96253397806743
sentiment140,bert_base_uncased,8,adamw,225,6648.611447550002,203.90885550587635
sentiment140,bert_base_uncased,8,adamw,250,7128.479093700001,206.7404090051625
