location,timestamp,duration,value,hist
MISO_MASON_CITY,2022-10-23T08:20:00+00:00,30,577.3324737393334,533.87821949
MISO_MASON_CITY,2022-10-23T08:50:00+00:00,30,578.8520986167778,584.5293674733333
MISO_MASON_CITY,2022-10-23T09:20:00+00:00,30,606.5486414170555,560.7157680483333
MISO_MASON_CITY,2022-10-23T09:50:00+00:00,30,609.8918549065555,558.0698125566666
MISO_MASON_CITY,2022-10-23T10:20:00+00:00,30,629.9600319827778,528.661907235
MISO_MASON_CITY,2022-10-23T10:50:00+00:00,30,657.6612904752778,578.8594628483334
MISO_MASON_CITY,2022-10-23T11:20:00+00:00,30,688.0513794218333,576.3647048133333
MISO_MASON_CITY,2022-10-23T11:50:00+00:00,30,681.7507071357222,641.3040124516666
MISO_MASON_CITY,2022-10-23T12:20:00+00:00,30,686.1492205494444,602.3706673600001
MISO_MASON_CITY,2022-10-23T12:50:00+00:00,30,686.8209252173334,649.9222674816667
MISO_MASON_CITY,2022-10-23T13:20:00+00:00,30,690.5331808388888,654.760586095
MISO_MASON_CITY,2022-10-23T13:50:00+00:00,30,671.5073193839444,660.9596818183335
MISO_MASON_CITY,2022-10-23T14:20:00+00:00,30,684.2772015021111,663.4544398533333
MISO_MASON_CITY,2022-10-23T14:50:00+00:00,30,696.9157825086666,659.296509795
MISO_MASON_CITY,2022-10-23T15:20:00+00:00,30,697.2356836216112,644.1011654
MISO_MASON_CITY,2022-10-23T15:50:00+00:00,30,693.6177141582777,638.20446459
MISO_MASON_CITY,2022-10-23T16:20:00+00:00,30,696.6649095313334,642.28679592
MISO_MASON_CITY,2022-10-23T16:50:00+00:00,30,696.6571577086665,637.4484773066667
MISO_MASON_CITY,2022-10-23T17:20:00+00:00,30,696.1892060097778,633.0637510633333
